Plugin ID,CVE,CVSS,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,Plugin Output
"11936","","","None","192.168.9.11","tcp","0","OS Identification","It is possible to guess the remote operating system.","Using a combination of remote probes (TCP/IP, SMB, HTTP, NTP, SNMP, 
etc...), it is possible to guess the name of the remote operating 
system in use. It is also sometimes possible to guess the version of
the operating system.","n/a","
Remote operating system : Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3
Confidence Level : 99
Method : MSRPC

 
The remote host is running one of these operating systems : 
Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3"
"17696","CVE-2008-2168","4.3","Medium","192.168.9.11","tcp","80","Apache HTTP Server 403 Error Page UTF-7 Encoded XSS","The web server running on the remote host has a cross-site scripting
vulnerability.","According to its banner, the version of Apache HTTP Server running on
the remote host can be used in cross-site scripting (XSS) attacks. 
Making a specially crafted request can inject UTF-7 encoded script
code into a 403 response page, resulting in XSS attacks. 

This is actually a web browser vulnerability that occurs due to
non-compliance with RFC 2616 (refer to BID 29112).  Apache HTTP Server
is not vulnerable, but its default configuration can trigger the
non-compliant, exploitable behavior in vulnerable browsers.","Upgrade to Apache HTTP Server 2.2.8 / 2.0.63 / 1.3.41 or later. 
These versions use a default configuration setting that prevents
exploitation in vulnerable web browsers.","
  Version source    : Server: Apache/2.0.58
  Installed version : 2.0.58
  Fixed version     : 2.0.63
"
"18405","CVE-2005-1794","5.1","Medium","192.168.9.11","tcp","3389","Microsoft Windows Remote Desktop Protocol Server Man-in-the-Middle Weakness","It may be possible to get access to the remote host.","The remote version of the Remote Desktop Protocol Server (Terminal
Service) is vulnerable to a man-in-the-middle (MiTM) attack. The RDP client
makes no effort to validate the identity of the server when setting
up encryption. An attacker with the ability to intercept traffic
from the RDP server can establish encryption with the client and server
without being detected. A MiTM attack of this nature would allow the
attacker to obtain any sensitive information transmitted, including
authentication credentials.

This flaw exists because the RDP server stores a hardcoded RSA
private key in the mstlsapi.dll library. Any local user with
access to this file (on any Windows system) can retrieve the
key and use it for this attack.","- Force the use of SSL as a transport layer for this service if supported, or/and
- Select the 'Allow connections only from computers running Remote Desktop with 
Network Level Authentication' setting if it is available.",""
"19506","","","None","192.168.9.11","tcp","0","Nessus Scan Information","Information about the Nessus scan.","This script displays, for each tested host, information about the
scan itself :

 - The version of the plugin set
 - The type of plugin feed (HomeFeed or ProfessionalFeed)
 - The version of the Nessus Engine
 - The port scanner(s) used
 - The port range scanned
 - Whether credentialed or third-party patch management 
   checks are possible
 - The date of the scan
 - The duration of the scan
 - The number of hosts scanned in parallel
 - The number of checks done in parallel","n/a","Information about this scan : 

Nessus version : 5.0.3 (Nessus 5.2.1 is available - consider upgrading)

Plugin feed version : 201305290115
Type of plugin feed : HomeFeed (Non-commercial use only)
Scanner IP : 192.168.9.12
Port scanner(s) : nessus_syn_scanner 
Port range : default
Thorough tests : no
Experimental tests : no
Paranoia level : 1
Report Verbosity : 1
Safe checks : yes
Optimize the test : yes
Credentialed checks : no
Patch management checks : None
CGI scanning : disabled
Web application tests : disabled
Max hosts : 80
Max checks : 5
Recv timeout : 5
Backports : None
Allow post-scan editing: Yes
Scan Start Date : 2013/5/29 3:37
Scan duration : 225 sec
"
"20094","","","None","192.168.9.11","tcp","0","VMware Virtual Machine Detection","The remote host seems to be a VMware virtual machine.","According to the MAC address of its network adapter, the remote host
is a VMware virtual machine. 

Since it is physically accessible through the network, ensure that its
configuration matches your organization's security policy.","n/a",""
"24260","","","None","192.168.9.11","tcp","80","HyperText Transfer Protocol (HTTP) Information","Some information about the remote HTTP configuration can be extracted.","This test gives some information about the remote HTTP protocol - the
version used, whether HTTP Keep-Alive and HTTP pipelining are enabled,
etc... 

This test is informational only and does not denote any security
problem.","n/a","
Protocol version : HTTP/1.1
SSL : no
Keep-Alive : yes
Options allowed : (Not implemented)
Headers :

  Date: Wed, 29 May 2013 07:42:58 GMT
  Server: Apache/2.0.58 (Win32) mod_jk/1.2.20
  Content-Location: index.html.en
  Vary: negotiate,accept-language,accept-charset
  TCN: choice
  Last-Modified: Sun, 21 Nov 2004 03:05:22 GMT
  ETag: ""2ff-5d6-2b7e080;320-9dc-2b7e080""
  Accept-Ranges: bytes
  Content-Length: 1494
  Keep-Alive: timeout=15, max=98
  Connection: Keep-Alive
  Content-Type: text/html
  Content-Language: en
  
"
"24786","","","None","192.168.9.11","tcp","0","Nessus Windows Scan Not Performed with Admin Privileges","The Nessus scan of this host may be incomplete due to insufficient
privileges provided.","The Nessus scanner testing the remote host has been given SMB
credentials to log into the remote host, however these credentials do
not have administrative privileges. 

Typically, when Nessus performs a patch audit, it logs into the remote
host and reads the version of the DLLs on the remote host to determine
if a given patch has been applied or not.  This is the method Microsoft
recommends to determine if a patch has been applied. 

If your Nessus scanner does not have administrative privileges when
doing a scan, then Nessus has to fall back to perform a patch audit
through the registry which may lead to false positives (especially when
using third-party patch auditing tools) or to false negatives (not all
patches can be detected through the registry).","Reconfigure your scanner to use credentials with administrative
privileges.","
It was not possible to connect to '\\XPIE8\ADMIN$' with the supplied credentials.
"
"25220","","","None","192.168.9.11","tcp","0","TCP/IP Timestamps Supported","The remote service implements TCP timestamps.","The remote host implements TCP timestamps, as defined by RFC1323.  A
side effect of this feature is that the uptime of the remote host can
sometimes be computed.","n/a",""
"26917","","","None","192.168.9.11","tcp","445","Microsoft Windows SMB Registry : Nessus Cannot Access the Windows Registry","Nessus is not able to access the remote Windows Registry.","It was not possible to connect to PIPE\winreg on the remote host.

If you intend to use Nessus to perform registry-based checks, the
registry checks will not work because the 'Remote Registry Access'
service (winreg) has been disabled on the remote host or can not be
connected to with the supplied credentials.","n/a","Could not connect to the registry because:
Could not connect to \winreg"
"26920","CVE-1999-0519","5.0","Medium","192.168.9.11","tcp","445","Microsoft Windows SMB NULL Session Authentication","It is possible to log into the remote Windows host with a NULL
session.","The remote host is running Microsoft Windows. It is possible to log into it
using a NULL session (i.e., with no login or password).

Depending on the configuration, it may be possible for an unauthenticated,
remote attacker to leverage this issue to get information about the remote
host.","Apply the following registry changes per the referenced Technet 
advisories :

Set : 
 - HKLM\SYSTEM\CurrentControlSet\Control\LSA\RestrictAnonymous=1
 - HKLM\SYSTEM\CurrentControlSet\Services\lanmanserver\parameters\restrictnullsessaccess=1

Remove BROWSER from :
 - HKLM\SYSTEM\CurrentControlSet\Services\lanmanserver\parameters\NullSessionPipes

Reboot once the registry changes are complete.","It was possible to bind to the \browser pipe"
"26920","CVE-1999-0520","5.0","Medium","192.168.9.11","tcp","445","Microsoft Windows SMB NULL Session Authentication","It is possible to log into the remote Windows host with a NULL
session.","The remote host is running Microsoft Windows. It is possible to log into it
using a NULL session (i.e., with no login or password).

Depending on the configuration, it may be possible for an unauthenticated,
remote attacker to leverage this issue to get information about the remote
host.","Apply the following registry changes per the referenced Technet 
advisories :

Set : 
 - HKLM\SYSTEM\CurrentControlSet\Control\LSA\RestrictAnonymous=1
 - HKLM\SYSTEM\CurrentControlSet\Services\lanmanserver\parameters\restrictnullsessaccess=1

Remove BROWSER from :
 - HKLM\SYSTEM\CurrentControlSet\Services\lanmanserver\parameters\NullSessionPipes

Reboot once the registry changes are complete.","It was possible to bind to the \browser pipe"
"26920","CVE-2002-1117","5.0","Medium","192.168.9.11","tcp","445","Microsoft Windows SMB NULL Session Authentication","It is possible to log into the remote Windows host with a NULL
session.","The remote host is running Microsoft Windows. It is possible to log into it
using a NULL session (i.e., with no login or password).

Depending on the configuration, it may be possible for an unauthenticated,
remote attacker to leverage this issue to get information about the remote
host.","Apply the following registry changes per the referenced Technet 
advisories :

Set : 
 - HKLM\SYSTEM\CurrentControlSet\Control\LSA\RestrictAnonymous=1
 - HKLM\SYSTEM\CurrentControlSet\Services\lanmanserver\parameters\restrictnullsessaccess=1

Remove BROWSER from :
 - HKLM\SYSTEM\CurrentControlSet\Services\lanmanserver\parameters\NullSessionPipes

Reboot once the registry changes are complete.","It was possible to bind to the \browser pipe"
"31407","CVE-2007-5000","4.3","Medium","192.168.9.11","tcp","80","Apache < 2.0.63 Multiple XSS Vulnerabilities","The remote web server may be affected by several issues.","According to its banner, the version of Apache 2.0 installed on the
remote host is older than 2.0.63.  Such versions may be affected by
several issues, including :

  - A cross-site scripting issue involving mod_imap.
    (CVE-2007-5000)

  - A cross-site scripting issue involving 413 error pages
    via a malformed HTTP method. (PR 44014 / CVE-2007-6203)

  - A cross-site scripting issue in mod_status involving the
    refresh parameter. (CVE-2007-6388)

  - A cross-site scripting issue using UTF-7 encoding in 
    mod_proxy_ftp exists because it does not define a
    charset. (CVE-2008-0005)

Note that the remote web server may not actually be affected by these
vulnerabilities.  Nessus did not try to determine whether the affected
modules are in use or to check for the issues themselves.","Either ensure that the affected modules are not in use or upgrade to
Apache version 2.0.63 or later.","
  Version source    : Server: Apache/2.0.58
  Installed version : 2.0.58
  Fixed version     : 2.0.63
"
"31407","CVE-2007-6203","4.3","Medium","192.168.9.11","tcp","80","Apache < 2.0.63 Multiple XSS Vulnerabilities","The remote web server may be affected by several issues.","According to its banner, the version of Apache 2.0 installed on the
remote host is older than 2.0.63.  Such versions may be affected by
several issues, including :

  - A cross-site scripting issue involving mod_imap.
    (CVE-2007-5000)

  - A cross-site scripting issue involving 413 error pages
    via a malformed HTTP method. (PR 44014 / CVE-2007-6203)

  - A cross-site scripting issue in mod_status involving the
    refresh parameter. (CVE-2007-6388)

  - A cross-site scripting issue using UTF-7 encoding in 
    mod_proxy_ftp exists because it does not define a
    charset. (CVE-2008-0005)

Note that the remote web server may not actually be affected by these
vulnerabilities.  Nessus did not try to determine whether the affected
modules are in use or to check for the issues themselves.","Either ensure that the affected modules are not in use or upgrade to
Apache version 2.0.63 or later.","
  Version source    : Server: Apache/2.0.58
  Installed version : 2.0.58
  Fixed version     : 2.0.63
"
